activation_name,creation_rank,last_fw_use_rank,first_bw_use_rank,last_bw_use_rank,median_mem_size_bytes,inactive_time_s,avg_swap_time_s,recomp_time_s,recomp_memory_bytes,recompute_ratio
getitem_416,3198,-1,4070,4070,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_417,3199,-1,4070,4070,0,0.0,0.0,1e-06,0,0.1
relu__100,3200,3201,4066,4069,12845056,0.18262272004876282,0.0,0.012544,12845056,12544.0
convolution_104,3201,3203,4062,4062,12845056,0.1822510080607608,0.0,0.012544,12845056,12544.0
getitem_419,3205,-1,4062,4062,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_420,3206,-1,4062,4062,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_421,3207,-1,4062,4062,0,0.0,0.0,1e-06,0,0.1
relu__101,3208,3209,4058,4061,12845056,0.18008012803737072,0.0,0.012544,12845056,12544.0
convolution_105,3209,3211,4054,4054,51380224,0.17922720005456358,0.0,0.050176,51380224,50176.0
getitem_423,3213,-1,4054,4054,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_424,3214,-1,4054,4054,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_425,3215,-1,4054,4054,0,0.0,0.0,1e-06,0,0.1
relu__102,3217,3241,4049,4053,51380224,0.17262163208331904,0.0,0.050176,51380224,50176.0
convolution_106,3218,3220,4045,4045,12845056,0.17545481612812722,0.0,0.012544,12845056,12544.0
getitem_427,3222,-1,4045,4045,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_428,3223,-1,4045,4045,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_429,3224,-1,4045,4045,0,0.0,0.0,1e-06,0,0.1
relu__103,3225,3226,4041,4044,12845056,0.1718770881267264,0.0,0.012544,12845056,12544.0
convolution_107,3226,3228,4037,4037,12845056,0.17149702413100748,0.0,0.012544,12845056,12544.0
getitem_431,3230,-1,4037,4037,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_432,3231,-1,4037,4037,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_433,3232,-1,4037,4037,0,0.0,0.0,1e-06,0,0.1
relu__104,3233,3234,4033,4036,12845056,0.16933321607578547,0.0,0.012544,12845056,12544.0
convolution_108,3234,3236,4029,4029,51380224,0.16845897608157248,0.0,0.050176,51380224,50176.0
getitem_435,3238,-1,4029,4029,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_436,3239,-1,4029,4029,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_437,3240,-1,4029,4029,0,0.0,0.0,1e-06,0,0.1
relu__105,3242,3266,4024,4028,51380224,0.16182518409844487,0.0,0.050176,51380224,50176.0
convolution_109,3243,3245,4020,4020,12845056,0.16468220802675929,0.0,0.012544,12845056,12544.0
getitem_439,3247,-1,4020,4020,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_440,3248,-1,4020,4020,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_441,3249,-1,4020,4020,0,0.0,0.0,1e-06,0,0.1
relu__106,3250,3251,4016,4019,12845056,0.16110876803193236,0.0,0.012544,12845056,12544.0
convolution_110,3251,3253,4012,4012,12845056,0.16066457602847362,0.0,0.012544,12845056,12544.0
getitem_443,3255,-1,4012,4012,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_444,3256,-1,4012,4012,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_445,3257,-1,4012,4012,0,0.0,0.0,1e-06,0,0.1
relu__107,3258,3259,4008,4011,12845056,0.1585173759954049,0.0,0.012544,12845056,12544.0
convolution_111,3259,3261,4004,4004,51380224,0.15765929601434614,0.0,0.050176,51380224,50176.0
getitem_447,3263,-1,4004,4004,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_448,3264,-1,4004,4004,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_449,3265,-1,4004,4004,0,0.0,0.0,1e-06,0,0.1
relu__108,3267,3291,3999,4003,51380224,0.1511260799719021,0.0,0.050176,51380224,50176.0
convolution_112,3268,3270,3995,3995,12845056,0.15390403200592848,0.0,0.012544,12845056,12544.0
getitem_451,3272,-1,3995,3995,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_452,3273,-1,3995,3995,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_453,3274,-1,3995,3995,0,0.0,0.0,1e-06,0,0.1
relu__109,3275,3276,3991,3994,12845056,0.15038454396557066,0.0,0.012544,12845056,12544.0
convolution_113,3276,3278,3987,3987,12845056,0.1500261119613424,0.0,0.012544,12845056,12544.0
getitem_455,3280,-1,3987,3987,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_456,3281,-1,3987,3987,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_457,3282,-1,3987,3987,0,0.0,0.0,1e-06,0,0.1
relu__110,3283,3284,3983,3986,12845056,0.14788790397811685,0.0,0.012544,12845056,12544.0
convolution_114,3284,3286,3979,3979,51380224,0.14703910396900036,0.0,0.050176,51380224,50176.0
getitem_459,3288,-1,3979,3979,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_460,3289,-1,3979,3979,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_461,3290,-1,3979,3979,0,0.0,0.0,1e-06,0,0.1
relu__111,3292,3316,3974,3978,51380224,0.14054099197406333,0.0,0.050176,51380224,50176.0
convolution_115,3293,3295,3970,3970,12845056,0.14331292796973152,0.0,0.012544,12845056,12544.0
getitem_463,3297,-1,3970,3970,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_464,3298,-1,3970,3970,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_465,3299,-1,3970,3970,0,0.0,0.0,1e-06,0,0.1
relu__112,3300,3301,3966,3969,12845056,0.13980390396434825,0.0,0.012544,12845056,12544.0
convolution_116,3301,3303,3962,3962,12845056,0.1394516159677879,0.0,0.012544,12845056,12544.0
getitem_467,3305,-1,3962,3962,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_468,3306,-1,3962,3962,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_469,3307,-1,3962,3962,0,0.0,0.0,1e-06,0,0.1
relu__113,3308,3309,3958,3961,12845056,0.13730863998923462,0.0,0.012544,12845056,12544.0
convolution_117,3309,3311,3954,3954,51380224,0.13642406397033494,0.0,0.050176,51380224,50176.0
getitem_471,3313,-1,3954,3954,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_472,3314,-1,3954,3954,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_473,3315,-1,3954,3954,0,0.0,0.0,1e-06,0,0.1
relu__114,3317,3341,3949,3953,51380224,0.12986931199301036,0.0,0.050176,51380224,50176.0
convolution_118,3318,3320,3945,3945,12845056,0.13264860801119363,0.0,0.012544,12845056,12544.0
getitem_475,3322,-1,3945,3945,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_476,3323,-1,3945,3945,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_477,3324,-1,3945,3945,0,0.0,0.0,1e-06,0,0.1
relu__115,3325,3326,3941,3944,12845056,0.12913305595237767,0.0,0.012544,12845056,12544.0
convolution_119,3326,3328,3937,3937,12845056,0.12877772794757045,0.0,0.012544,12845056,12544.0
getitem_479,3330,-1,3937,3937,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_480,3331,-1,3937,3937,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_481,3332,-1,3937,3937,0,0.0,0.0,1e-06,0,0.1
relu__116,3333,3334,3933,3936,12845056,0.12660595192294577,0.0,0.012544,12845056,12544.0
convolution_120,3334,3336,3929,3929,51380224,0.12575174394156788,0.0,0.050176,51380224,50176.0
getitem_483,3338,-1,3929,3929,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_484,3339,-1,3929,3929,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_485,3340,-1,3929,3929,0,0.0,0.0,1e-06,0,0.1
relu__117,3342,3366,3924,3928,51380224,0.11910070402454596,0.0,0.050176,51380224,50176.0
convolution_121,3343,3345,3920,3920,12845056,0.12191158396285033,0.0,0.012544,12845056,12544.0
getitem_487,3347,-1,3920,3920,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_488,3348,-1,3920,3920,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_489,3349,-1,3920,3920,0,0.0,0.0,1e-06,0,0.1
relu__118,3350,3351,3916,3919,12845056,0.11836963195819417,0.0,0.012544,12845056,12544.0
convolution_122,3351,3353,3912,3912,12845056,0.11796316795516767,0.0,0.012544,12845056,12544.0
getitem_491,3355,-1,3912,3912,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_492,3356,-1,3912,3912,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_493,3357,-1,3912,3912,0,0.0,0.0,1e-06,0,0.1
relu__119,3358,3359,3908,3911,12845056,0.11582511994894602,0.0,0.012544,12845056,12544.0
convolution_123,3359,3361,3904,3904,51380224,0.11498739194590607,0.0,0.050176,51380224,50176.0
getitem_495,3363,-1,3904,3904,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_496,3364,-1,3904,3904,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_497,3365,-1,3904,3904,0,0.0,0.0,1e-06,0,0.1
relu__120,3367,3391,3899,3903,51380224,0.10846873603109275,0.0,0.050176,51380224,50176.0
convolution_124,3368,3370,3895,3895,12845056,0.11123446402046835,0.0,0.012544,12845056,12544.0
getitem_499,3372,-1,3895,3895,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_500,3373,-1,3895,3895,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_501,3374,-1,3895,3895,0,0.0,0.0,1e-06,0,0.1
relu__121,3375,3376,3891,3894,12845056,0.1076913921060041,0.0,0.012544,12845056,12544.0
convolution_125,3376,3378,3887,3887,12845056,0.10734323210921144,0.0,0.012544,12845056,12544.0
getitem_503,3380,-1,3887,3887,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_504,3381,-1,3887,3887,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_505,3382,-1,3887,3887,0,0.0,0.0,1e-06,0,0.1
relu__122,3383,3384,3883,3886,12845056,0.10518668809067462,0.0,0.012544,12845056,12544.0
convolution_126,3384,3386,3879,3879,51380224,0.10429171209875494,0.0,0.050176,51380224,50176.0
getitem_507,3388,-1,3879,3879,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_508,3389,-1,3879,3879,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_509,3390,-1,3879,3879,0,0.0,0.0,1e-06,0,0.1
relu__123,3392,3416,3874,3878,51380224,0.09766259203571828,0.0,0.050176,51380224,50176.0
convolution_127,3393,3395,3870,3870,12845056,0.10043363208603114,0.0,0.012544,12845056,12544.0
getitem_511,3397,-1,3870,3870,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_512,3398,-1,3870,3870,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_513,3399,-1,3870,3870,0,0.0,0.0,1e-06,0,0.1
relu__124,3400,3401,3866,3869,12845056,0.09689776004757734,0.0,0.012544,12845056,12544.0
convolution_128,3401,3403,3862,3862,12845056,0.09648099204245955,0.0,0.012544,12845056,12544.0
getitem_515,3405,-1,3862,3862,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_516,3406,-1,3862,3862,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_517,3407,-1,3862,3862,0,0.0,0.0,1e-06,0,0.1
relu__125,3408,3409,3858,3861,12845056,0.09435619209241126,0.0,0.012544,12845056,12544.0
convolution_129,3409,3411,3854,3854,51380224,0.09348992009181532,0.0,0.050176,51380224,50176.0
getitem_519,3413,-1,3854,3854,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_520,3414,-1,3854,3854,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_521,3415,-1,3854,3854,0,0.0,0.0,1e-06,0,0.1
relu__126,3417,3441,3849,3853,51380224,0.08692502403911206,0.0,0.050176,51380224,50176.0
convolution_130,3418,3420,3845,3845,12845056,0.08964979210589083,0.0,0.012544,12845056,12544.0
getitem_523,3422,-1,3845,3845,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_524,3423,-1,3845,3845,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_525,3424,-1,3845,3845,0,0.0,0.0,1e-06,0,0.1
relu__127,3425,3426,3841,3844,12845056,0.08597148802410816,0.0,0.012544,12845056,12544.0
convolution_131,3426,3428,3837,3837,12845056,0.0856183040151373,0.0,0.012544,12845056,12544.0
getitem_527,3430,-1,3837,3837,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_528,3431,-1,3837,3837,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_529,3432,-1,3837,3837,0,0.0,0.0,1e-06,0,0.1
relu__128,3433,3434,3833,3836,12845056,0.08348339205514643,0.0,0.012544,12845056,12544.0
convolution_132,3434,3436,3829,3829,51380224,0.08265788805019114,0.0,0.050176,51380224,50176.0
getitem_531,3438,-1,3829,3829,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_532,3439,-1,3829,3829,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_533,3440,-1,3829,3829,0,0.0,0.0,1e-06,0,0.1
relu__129,3442,3466,3824,3828,51380224,0.07620473604928708,0.0,0.050176,51380224,50176.0
convolution_133,3443,3445,3820,3820,12845056,0.07889075207803406,0.0,0.012544,12845056,12544.0
getitem_535,3447,-1,3820,3820,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_536,3448,-1,3820,3820,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_537,3449,-1,3820,3820,0,0.0,0.0,1e-06,0,0.1
relu__130,3450,3451,3816,3819,12845056,0.07535590406972917,0.0,0.012544,12845056,12544.0
convolution_134,3451,3453,3812,3812,12845056,0.0750065280636773,0.0,0.012544,12845056,12544.0
getitem_539,3455,-1,3812,3812,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_540,3456,-1,3812,3812,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_541,3457,-1,3812,3812,0,0.0,0.0,1e-06,0,0.1
relu__131,3458,3459,3808,3811,12845056,0.07277430412452672,0.0,0.012544,12845056,12544.0
convolution_135,3459,3461,3804,3804,51380224,0.0719505921220407,0.0,0.050176,51380224,50176.0
getitem_543,3463,-1,3804,3804,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_544,3464,-1,3804,3804,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_545,3465,-1,3804,3804,0,0.0,0.0,1e-06,0,0.1
relu__132,3467,3491,3799,3803,51380224,0.06546697611454874,0.0,0.050176,51380224,50176.0
convolution_136,3468,3470,3795,3795,12845056,0.06821004812326285,0.0,0.012544,12845056,12544.0
getitem_547,3472,-1,3795,3795,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_548,3473,-1,3795,3795,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_549,3474,-1,3795,3795,0,0.0,0.0,1e-06,0,0.1
relu__133,3475,3476,3791,3794,12845056,0.06464979205559941,0.0,0.012544,12845056,12544.0
convolution_137,3476,3478,3787,3787,12845056,0.0642893120525405,0.0,0.012544,12845056,12544.0
getitem_551,3480,-1,3787,3787,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_552,3481,-1,3787,3787,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_553,3482,-1,3787,3787,0,0.0,0.0,1e-06,0,0.1
relu__134,3483,3484,3783,3786,12845056,0.06209590404387565,0.0,0.012544,12845056,12544.0
convolution_138,3484,3486,3779,3779,51380224,0.06124566405359656,0.0,0.050176,51380224,50176.0
getitem_555,3488,-1,3779,3779,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_556,3489,-1,3779,3779,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_557,3490,-1,3779,3779,0,0.0,0.0,1e-06,0,0.1
relu__135,3492,3516,3774,3778,51380224,0.05459724815469236,0.0,0.050176,51380224,50176.0
convolution_139,3493,3495,3770,3770,12845056,0.05734588816482574,0.0,0.012544,12845056,12544.0
getitem_559,3497,-1,3770,3770,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_560,3498,-1,3770,3770,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_561,3499,-1,3770,3770,0,0.0,0.0,1e-06,0,0.1
relu__136,3500,3501,3766,3769,12845056,0.053787584132514894,0.0,0.012544,12845056,12544.0
convolution_140,3501,3503,3762,3762,12845056,0.05339040014054626,0.0,0.012544,12845056,12544.0
getitem_563,3505,-1,3762,3762,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_564,3506,-1,3762,3762,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_565,3507,-1,3762,3762,0,0.0,0.0,1e-06,0,0.1
relu__137,3508,3509,3758,3761,12845056,0.05111001620721073,0.0,0.012544,12845056,12544.0
convolution_141,3509,3511,3754,3754,51380224,0.05018844820838422,0.0,0.050176,51380224,50176.0
getitem_567,3513,-1,3754,3754,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_568,3514,-1,3754,3754,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_569,3515,-1,3754,3754,0,0.0,0.0,1e-06,0,0.1
relu__138,3517,3541,3749,3753,51380224,0.043508128265850265,0.0,0.050176,51380224,50176.0
convolution_142,3518,3520,3745,3745,12845056,0.04629241624381394,0.0,0.012544,12845056,12544.0
getitem_571,3522,-1,3745,3745,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_572,3523,-1,3745,3745,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_573,3524,-1,3745,3745,0,0.0,0.0,1e-06,0,0.1
relu__139,3525,3526,3741,3744,12845056,0.042697216222994036,0.0,0.012544,12845056,12544.0
convolution_143,3526,3528,3737,3737,12845056,0.042296832223422835,0.0,0.012544,12845056,12544.0
getitem_575,3530,-1,3737,3737,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_576,3531,-1,3737,3737,1024,0.0,0.0,1e-06,1024,0.10087890625000001
getitem_577,3532,-1,3737,3737,0,0.0,0.0,1e-06,0,0.1
relu__140,3533,3534,3733,3736,12845056,0.04010259218234569,0.0,0.012544,12845056,12544.0
convolution_144,3534,3536,3729,3729,51380224,0.03924761616531759,0.0,0.050176,51380224,50176.0
getitem_579,3538,-1,3729,3729,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_580,3539,-1,3729,3729,4096,0.0,0.0,4e-06,4096,0.4140625
getitem_581,3540,-1,3729,3729,0,0.0,0.0,1e-06,0,0.1
relu__141,3542,3566,3701,3728,51380224,0.022234560062177475,0.0,0.050176,51380224,50176.0
convolution_145,3543,3545,3720,3720,25690112,0.033770271995104864,0.0,0.025088,25690112,25088.0
getitem_583,3547,-1,3720,3720,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_584,3548,-1,3720,3720,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_585,3549,-1,3720,3720,0,0.0,0.0,1e-06,0,0.1
relu__142,3550,3551,3716,3719,25690112,0.029829919998534033,0.0,0.025088,25690112,25088.0
convolution_146,3551,3553,3712,3712,6422528,0.02950022399704904,0.0,0.006272,6422528,6272.0
getitem_587,3555,-1,3712,3712,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_588,3556,-1,3712,3712,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_589,3557,-1,3712,3712,0,0.0,0.0,1e-06,0,0.1
relu__143,3558,3559,3708,3711,6422528,0.027316064030863348,0.0,0.006272,6422528,6272.0
convolution_147,3559,3561,3704,3704,25690112,0.026752032018266616,0.0,0.025088,25690112,25088.0
getitem_591,3563,-1,3704,3704,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_592,3564,-1,3704,3704,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_593,3565,-1,3704,3704,0,0.0,0.0,1e-06,0,0.1
convolution_148,3566,3568,3697,3697,25690112,0.02172988805267959,0.0,0.025088,25690112,25088.0
getitem_595,3570,-1,3697,3697,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_596,3571,-1,3697,3697,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_597,3572,-1,3697,3697,0,0.0,0.0,1e-06,0,0.1
relu__144,3574,3598,3692,3696,25690112,0.01584028817899525,0.0,0.025088,25690112,25088.0
convolution_149,3575,3577,3688,3688,6422528,0.018506816119886936,0.0,0.006272,6422528,6272.0
getitem_599,3579,-1,3688,3688,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_600,3580,-1,3688,3688,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_601,3581,-1,3688,3688,0,0.0,0.0,1e-06,0,0.1
relu__145,3582,3583,3684,3687,6422528,0.01497494417335838,0.0,0.006272,6422528,6272.0
convolution_150,3583,3585,3680,3680,6422528,0.014632928176783026,0.0,0.006272,6422528,6272.0
getitem_603,3587,-1,3680,3680,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_604,3588,-1,3680,3680,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_605,3589,-1,3680,3680,0,0.0,0.0,1e-06,0,0.1
relu__146,3590,3591,3676,3679,6422528,0.012312512203119694,0.0,0.006272,6422528,6272.0
convolution_151,3591,3593,3672,3672,25690112,0.011779968195594846,0.0,0.025088,25690112,25088.0
getitem_607,3595,-1,3672,3672,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_608,3596,-1,3672,3672,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_609,3597,-1,3672,3672,0,0.0,0.0,1e-06,0,0.1
relu__147,3599,3623,3667,3671,25690112,0.005947296041995287,0.0,0.025088,25690112,25088.0
convolution_152,3600,3602,3663,3663,6422528,0.008471680104732511,0.0,0.006272,6422528,6272.0
getitem_611,3604,-1,3663,3663,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_612,3605,-1,3663,3663,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_613,3606,-1,3663,3663,0,0.0,0.0,1e-06,0,0.1
relu__148,3607,3608,3659,3662,6422528,0.004843679990619421,0.0,0.006272,6422528,6272.0
convolution_153,3608,3610,3655,3655,6422528,0.004525215990841389,0.0,0.006272,6422528,6272.0
getitem_615,3612,-1,3655,3655,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_616,3613,-1,3655,3655,2048,0.0,0.0,2e-06,2048,0.203515625
getitem_617,3614,-1,3655,3655,0,0.0,0.0,1e-06,0,0.1
relu__149,3615,3616,3651,3654,6422528,0.002205664001405239,0.0,0.006272,6422528,6272.0
convolution_154,3616,3618,3647,3647,25690112,0.0016640000008046627,0.0,0.025088,25690112,25088.0
getitem_619,3620,-1,3647,3647,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_620,3621,-1,3647,3647,8192,0.0,0.0,8e-06,8192,0.8562500000000001
getitem_621,3622,-1,3647,3647,0,0.0,0.0,1e-06,0,0.1
relu__150,3624,3625,3646,3646,25690112,0.001068063996732235,0.0,0.025088,25690112,25088.0
view,3626,3628,3638,3638,524288,0.00044339199736714364,0.0,0.000512,524288,281.6
t,3627,3628,3635,3635,8192000,0.0002570240013301373,0.0,0.008,8192000,8000.000000000001
